"region","country","event_title","year_start","year_end","decade","category","description_tr"
"Africa","Morocco","Batı Sahra Çatışması ve Sahra Meselesi","1975","2020","1970s","Savas/Catisma","1975 sonrası Batı Sahra üzerindeki egemenlik tartışması, Fas ile Polisario Cephesi arasında uzun süreli bir çatışmaya dönüştü. Ateşkes ve BM süreci, sorunu dondursa da nihai statü meselesi çözülmedi.

Batı Sahra, Mağrip’te Fas–Cezayir rekabetinin de başlıca başlıklarından biri oldu. Diplomatik tanınma hamleleri ve bölgesel ittifaklar, 2000’ler ve 2010’larda bu dosyayı yeniden jeopolitik pazarlıkların merkezine taşıdı."
"Africa","Morocco","2011 Anayasa Reformu ve Protestoların Yönetimi","2011","2011","2010s","Devrim/Rejim Degisikligi","2011’de bölgesel Arap Baharı dalgası Fas’ta da protestoları tetikledi. Monarşi, anayasa reformu ve yetki dağılımı vaatleriyle krizi “kontrollü reform” üzerinden yönetmeyi tercih etti.

Bu strateji, rejim sürekliliğini korurken siyasal katılım taleplerini kısmen soğurdu. Fas örneği, reformun “önleyici” bir araç olarak kullanılabileceğini gösteren vaka olarak anılır."
"Africa","Mozambique","1975 Bağımsızlık ve Soğuk Savaş Gerilimi","1975","1975","1970s","Devrim/Rejim Degisikligi","Mozambik 1975’te bağımsız olurken FRELIMO’nun sosyalist çizgisi, bölgesel güç dengelerinde yeni gerilimler yarattı. Komşu rejimler ve dış aktörler, iç muhalefeti destekleyerek çatışmayı besledi.

Bağımsızlık sonrası devlet inşası, savaş ve yoksullukla eşzamanlı yürüdü. Bu yüzden Mozambik’te “kalkınma” ile “güvenlik” sürekli birbirine kilitlenen iki başlık oldu."
"Africa","Mozambique","Mozambik İç Savaşı (FRELIMO–RENAMO)","1977","1992","1970s","Savas/Catisma","Bağımsızlık sonrası Mozambik’te FRELIMO hükümeti ile RENAMO isyanı arasında yaşanan iç savaş, Soğuk Savaş rekabetinin yerel çatışmaları nasıl beslediğinin örneğidir. Köyler yakıldı, mayınlar ve zorla göç geniş çaplı insani yıkım yarattı.

1992 barış anlaşmasıyla savaş bitti ve çok partili dönem başladı. Yine de 2010’lar ve 2020’lerde RENAMO gerilimi ve kuzeyde yeni şiddet dalgaları, barışın “tam kapanmadığını” gösterdi."
"Africa","Mozambique","Cabo Delgado İsyanı","2017","2024","2010s","Teror Saldirisi","Mozambik’in Cabo Delgado bölgesinde 2017’den itibaren cihatçı bağlantılı isyan, doğal gaz projelerinin bulunduğu stratejik alanda güvenlik krizine dönüştü. Köy baskınları, kafa kesmeler ve kent saldırıları bölgeyi istikrarsızlaştırdı.

Devletin sınırlı kapasitesi, bölgesel askerî destek ve özel güvenlik unsurlarını devreye soktu. Kriz, kaynak zenginliğinin yerel yoksullukla birleştiğinde nasıl şiddet üretebileceğini gösterdi."
"Africa","Namibia","Namibya Bağımsızlığı ve SWAPO","1990","1990","1990s","Devrim/Rejim Degisikligi","Namibya 1990’da bağımsızlığını kazanarak Güney Afrika’nın Apartheid etkisinden çıkan önemli bir örnek oldu. SWAPO’nun liderliği, ulusal kurtuluş mücadelesinin meşruiyetiyle yeni devleti kurdu.

Bağımsızlık, bölgesel güvenlik dengelerini de değiştirdi ve Güney Afrika’nın komşularıyla ilişkilerini normalleştirme sürecini hızlandırdı. Namibya, görece istikrarlı kurumlar inşa ederek Güney Afrika’nın jeopolitik kuşağında farklı bir çizgi çizdi."
"Africa","Niger","2023 Darbe ve Bölgesel Gerilim (ECOWAS)","2023","2023","2020s","Devrim/Rejim Degisikligi","2023’te Nijer’deki darbe, ECOWAS içinde askeri müdahale tehdidi ve yaptırımlar üzerinden büyük bir bölgesel krize yol açtı. Ülkenin uranyum ve güvenlik işbirliği konumu, dış aktörlerin dikkatini artırdı.

Darbe, Sahel’de art arda yaşanan yönetim değişikliklerinin bir halkası olarak görüldü. Bölgesel güvenlik mimarisi, sınır ötesi cihatçı tehdidi ve dış ortaklıklar yeniden tartışmaya açıldı."
"Africa","Nigeria","1966 Darbeleri ve Askerî Dönem Başlangıcı","1966","1979","1960s","Devrim/Rejim Degisikligi","1966’daki darbeler, Nijerya’da etnik gerilimlerin ve merkezî devletin kırılganlığının açık göstergesi oldu. Askerî yönetim, birliği koruma iddiasıyla siyaseti devraldı; ancak çatışma dinamikleri Biafra savaşına giden yolu açtı.

1970’ler ve 1980’lerde tekrarlayan askerî müdahaleler, kurumların sivil denetime yerleşmesini zorlaştırdı. Nijerya’nın petrol gelirleri, hem devlet kapasitesini hem de yolsuzluk riskini aynı anda büyüttü."
"Africa","Nigeria","Biafra Savaşı","1967","1970","1960s","Savas/Catisma","Nijerya’da Biafra’nın ayrılma girişimi, 1967–1970 arasında yıkıcı bir iç savaşa dönüştü. Kuşatma ve kıtlık görüntüleri, modern insani yardım tarihinin sembollerinden biri haline geldi.

Savaş sonrası Nijerya birliğini korudu; fakat etnik rekabet, petrol gelirinin paylaşımı ve merkez-çevre gerilimi devam etti. Biafra hafızası, bugün dahi ayrılıkçı siyaset ve güvenlik politikalarında referans verilen bir kırılmadır."
"Africa","Nigeria","1999 Sivil Yönetime Dönüş","1999","1999","1990s","Devrim/Rejim Degisikligi","1999’da seçimlerle sivil yönetime dönüş, Nijerya’da uzun askerî dönemlerin ardından demokratik kurumları yeniden kurma çabasını başlattı. Olusegun Obasanjo’nun seçilmesi, “darbe döngüsünün kırılması” umudunu güçlendirdi.

Ancak federal sistem, etnik rekabet ve petrol gelirlerinin paylaşımı gibi yapısal sorunlar devam etti. Demokratikleşme, güvenlik (Nijer Deltası, Boko Haram) ve yolsuzlukla mücadeleyle iç içe ilerleyen bir süreç haline geldi."
"Africa","Nigeria","Boko Haram İsyanı ve Terör Dalgası","2009","2021","2000s","Teror Saldirisi","Boko Haram’ın 2009’dan itibaren büyüyen isyanı, kuzeydoğuda katliamlar, kaçırmalar ve şehir saldırılarıyla büyük bir güvenlik krizine dönüştü. Bölgesel ülkelerle ortak operasyonlar ve yerel milisler devreye girdi.

Şiddet, yalnızca güvenliği değil; eğitim, tarım ve yerel ekonomiyi de çökertti. Boko Haram’ın parçalanması ve farklı fraksiyonların ortaya çıkması, tehdidin biçim değiştirerek sürmesine yol açtı."
"Africa","Nigeria","2014 Chibok Kızlarının Kaçırılması","2014","2014","2010s","Teror Saldirisi","2014’te Boko Haram’ın Chibok’ta okuldan yüzlerce kızı kaçırması, küresel çapta tepki yarattı ve #BringBackOurGirls kampanyasına dönüştü. Olay, terörün eğitim ve kadınlar üzerindeki yıkıcı etkisini görünür kıldı.

Kaçırma, Nijerya devletinin güvenlik kapasitesi ve kuzeydoğudaki yönetim boşluğu tartışmalarını derinleştirdi. Aynı zamanda uluslararası istihbarat ve yardım işbirliğinin önemini gündeme taşıdı."
"Africa","Nigeria","2020 #EndSARS Protestoları","2020","2020","2020s","Savas/Catisma","2020’de polis şiddetine karşı başlayan #EndSARS protestoları, gençlerin öncülük ettiği geniş bir hak ve yönetişim hareketine dönüştü. Gösteriler, yolsuzluk, işsizlik ve güvenlik aygıtının hesap verebilirliği gibi başlıkları birleştirdi.

Kriz, devletin güvenlik yaklaşımının meşruiyet sorununu görünür kıldı. Dijital örgütlenme, bağış ağları ve sosyal medya, modern Afrika kent protestolarının yeni araçlarını sergiledi."
"Africa","Rwanda","1990–1994 Ruanda İç Savaşı","1990","1994","1990s","Savas/Catisma","RPF’nin Uganda’dan başlattığı saldırılar, Ruanda’da 1990’dan itibaren iç savaşı tetikledi. Müzakereler ve Arusha Anlaşmaları, geçici bir çözüm umudu yaratsa da radikal söylem ve milis örgütlenmesi hızlandı.

Bu savaşın dinamikleri, 1994’teki soykırıma giden yolu açtı: propaganda, silahlanma ve kimlik siyaseti aynı anda tırmandı. Ruanda örneği, barış süreçlerinin toplumsal nefret üretimiyle eşzamanlı ilerleyebileceğini acı biçimde gösterdi."
"Africa","Rwanda","1994 Sonrası Kagame Dönemi ve Devlet İnşası","1994","2020","1990s","Onemli Lider","Soykırım sonrası RPF’nin iktidarı ve Paul Kagame’nin yükselişi, Ruanda’da güçlü bir devlet inşası ve güvenlik odaklı yeniden yapılanma sürecini başlattı. Ekonomik kalkınma ve kamu yönetiminde disiplin öne çıkarıldı.

Buna karşın siyasal alanın darlığı ve muhalefete baskı iddiaları uluslararası tartışma konusu oldu. Ruanda, travma sonrası yeniden inşada “istikrar–özgürlük” ikilemini en sert biçimde yaşayan örneklerden biridir."
"Africa","Rwanda","1994 Ruanda Soykırımı","1994","1994","1990s","Soykirim","1994’te Hutu aşırıcılarının Tutsi ve ılımlı Hutulara yönelik kitlesel katliamı, birkaç ay içinde yüzbinlerce insanın öldüğü Ruanda Soykırımı’na dönüştü. Devlet aygıtı ve milis şebekeleri, sistematik şiddeti ülke geneline yaydı.

Soykırım, bölgesel güvenliği de çökertti: mülteci akınları ve silahlı gruplar Zaire/DRC’ye taşarak Kongo savaşlarının zeminini hazırladı. Ruanda’da ise güçlü bir güvenlik devleti ve travma sonrası yeniden inşa dönemi başladı."
"Africa","Senegal","Casamance Ayrılıkçı Çatışması","1982","2020","1980s","Savas/Catisma","Senegal’in güneyindeki Casamance bölgesinde ayrılıkçı hareket, 1980’lerden itibaren düşük yoğunluklu bir çatışmaya dönüştü. Zaman zaman ateşkesler olsa da mayınlar, kaçırmalar ve sınır ötesi sığınaklar sorunu uzattı.

Senegal genel olarak istikrarlı bir demokrasi olarak anılsa da Casamance, devletin periferide meşruiyet kurma zorluğunu hatırlatan bir dosya oldu. Müzakereler ve yerel uzlaşı süreçleri, çatışmayı azaltmada belirleyici rol oynadı."
"Africa","Senegal","2000 Demokratik İktidar Değişimi","2000","2000","2000s","Devrim/Rejim Degisikligi","2000 seçimlerinde muhalefetin iktidara gelmesi, Senegal’de barışçıl iktidar değişiminin kurumsallaşması açısından kritik bir an oldu. Ülke, Batı Afrika’da demokrasi için olumlu bir referans noktası olarak görüldü.

Bu dönüşüm, “tek parti mirası”ndan daha rekabetçi siyasete geçişin mümkün olduğunu gösterdi. Yine de ekonomi, genç işsizliği ve Casamance dosyası gibi başlıklar gündemde kalmaya devam etti."
"Africa","Sierra Leone","1991–2002 İç Savaş ve Elmas Ekonomisi","1991","2002","1990s","Savas/Catisma","Sierra Leone iç savaşı, RUF isyanı, çocuk askerler ve sivillere yönelik ağır şiddetle anıldı. “Kan elması” diye bilinen elmas gelirleri, çatışmayı finanse eden bir savaş ekonomisi yarattı.

2002’de savaşın bitmesiyle barış inşası ve mahkemeler üzerinden hesaplaşma süreci başladı. Ülke, doğal kaynakların kötü yönetiminin nasıl güvenlik krizine dönüşebileceğinin ders niteliğinde örneği olarak görülüyor."
"Africa","Somalia","1991 Devlet Çöküşü ve Süregelen İç Savaş","1991","2025","1990s","Savas/Catisma","Siad Barre rejiminin 1991’de çökmesi, Somali’de merkezi devletin dağılmasına ve klan temelli savaş ağalarının yükselmesine yol açtı. Uluslararası müdahaleler ve geçiş hükümetleri denense de ülke uzun süre parçalı bir güvenlik yapısında kaldı.

2000’ler ve 2010’larda El-Şebab’ın yükselişi, terör saldırıları ve Afrika Birliği misyonlarıyla (AMISOM/ATMIS) yürüyen savaş ülkeyi belirledi. Somali örneği, devlet inşası ile güvenlik sağlama arasındaki döngüsel zorluğu temsil ediyor."
"Africa","Somalia","2006–2009 ICU Dönemi ve Etiyopya Müdahalesi","2006","2009","2000s","Savas/Catisma","2006’da İslami Mahkemeler Birliği (ICU) Mogadişu’da düzen sağlayınca, Etiyopya müdahalesi ve sonrasında yaşanan çatışmalar Somali’de yeni bir şiddet döngüsü başlattı. Bu dönem, El-Şebab’ın güç kazanmasına zemin hazırladı.

Müdahale, bölgesel güvenlik kaygılarıyla devlet inşası arayışının çatışmasını gösterdi. Somali’de “dış müdahale–yerel meşruiyet” dengesi, sonraki tüm süreçlerin temel tartışması olarak kaldı."
"Africa","Somalia","2008–2012 Hint Okyanusu Korsanlığı","2008","2012","2000s","Savas/Catisma","Somali açıklarında korsanlık, uluslararası deniz ticaretini tehdit eden küresel bir güvenlik başlığına dönüştü. Devlet otoritesinin zayıflığı ve kıyı ekonomisinin çöküşü, silahlı korsan ağlarının büyümesine imkân verdi.

Uluslararası deniz görev güçleri ve özel güvenlik önlemleri korsanlığı azalttı. Ancak olay, devlet çöküşünün küresel ticaret rotalarına bile hızla yansıyabileceğini göstermesi açısından önemlidir."
"Africa","Somalia","2017 Mogadişu Kamyon Bombası Saldırısı","2017","2017","2010s","Teror Saldirisi","2017’de Mogadişu’da gerçekleşen büyük kamyon bombası saldırısı, Somali’nin yakın tarihindeki en ölümcül terör eylemlerinden biri olarak anıldı. Şehir merkezinde yüzlerce can kaybı ve büyük yıkım yarattı.

Saldırı, devletin güvenlik kapasitesinin sınırlarını ve El-Şebab tehdidinin devamını acı biçimde gösterdi. Aynı zamanda Somali toplumunda dayanışma ve devlet talebini güçlendiren bir “travmatik birleşme” anı yarattı."
"Africa","South Africa","Sharpeville Katliamı","1960","1960","1960s","Soykirim","1960’ta Sharpeville’de pas yasalarını protesto eden kalabalığa ateş açılması, onlarca kişinin ölümüyle sonuçlandı ve Apartheid karşıtı mücadelenin dönüm noktalarından biri oldu. Olay, rejimin şiddet kapasitesini dünyaya gösterdi.

Sharpeville sonrası ANC ve PAC yasaklandı; direniş yer altına indi ve silahlı mücadele tartışmaları güçlendi. Bu kırılma, Güney Afrika’nın sonraki on yıllardaki sertleşen güvenlik düzenine zemin hazırladı."
"Africa","South Africa","1964 Rivonia Davası ve Mandela’nın Hapisliği","1964","1964","1960s","Onemli Lider","Rivonia Davası’nda Nelson Mandela ve ANC kadrolarının ağır cezalara çarptırılması, Apartheid karşıtı mücadelenin liderliğini uzun süre hapishaneye taşıdı. Mandela’nın mahkûmiyeti, rejimin baskı kapasitesini simgelerken aynı zamanda küresel dayanışmayı büyüttü.

Mandela’nın yıllar içinde “direniş ikonu”na dönüşmesi, 1990’lardaki müzakere sürecinin toplumsal meşruiyetini güçlendirdi. Liderliğin sembolik gücü, Güney Afrika geçişinin en kritik kaldıraçlarından biri oldu."
"Africa","South Africa","1976 Soweto Ayaklanması","1976","1976","1970s","Savas/Catisma","1976’da Soweto’da öğrencilerin Apartheid eğitim politikalarına karşı protestosu, polisin ateş açmasıyla büyük bir ayaklanmaya dönüştü. Olay, gençliğin direnişteki rolünü büyüttü ve rejimin uluslararası izolasyonunu hızlandırdı.

Soweto, Apartheid karşıtı mücadelenin ikonik sembolü haline geldi. Hem içeride örgütlenmeyi güçlendirdi hem de dışarıda yaptırım ve boykot çağrılarını yoğunlaştırdı."
"Africa","South Africa","Apartheid’in Sonu ve 1994 Seçimleri","1990","1994","1990s","Devrim/Rejim Degisikligi","1990’larda Nelson Mandela’nın serbest bırakılması ve müzakereler, Apartheid rejiminin barışçıl biçimde sona ermesine giden yolu açtı. 1994’te ilk çok ırklı seçimler yapıldı ve ANC iktidara geldi.

Bu geçiş, uzlaşma siyasetinin ve hak temelli yeni anayasanın simgesi oldu. Ancak eşitsizlik, işsizlik ve suç oranları gibi yapısal sorunlar, “siyasi özgürlük” ile “sosyal adalet” arasındaki gerilimi 2000’lerde ve 2010’larda gündemde tuttu."
"Africa","South Sudan","Güney Sudan Bağımsızlığı ve İç Savaş","2011","2018","2010s","Savas/Catisma","2011’de Güney Sudan’ın bağımsızlığı, Afrika’nın en yeni devletini doğurdu; ancak kurumların zayıflığı ve elit rekabeti kısa sürede çatışmaya dönüştü. 2013’te başlayan iç savaş, etnik çizgilerde kitlesel şiddet ve göç üretti.

2018’de barış anlaşması şiddeti kısmen azalttı, fakat güvenlik sektörü reformu ve güç paylaşımı sorunları sürdü. Petrol gelirine bağımlı ekonomi ve bölgesel müdahaleler, devlet inşasını kırılgan kılan başlıca faktörler oldu."
"Africa","Sudan","İkinci Sudan İç Savaşı","1983","2005","1980s","Savas/Catisma","1983’te yeniden başlayan iç savaş, kuzeydeki merkezî yönetim ile güneydeki SPLM/A arasında uzun ve yıkıcı bir çatışmaya dönüştü. Din, kimlik ve kaynak paylaşımı tartışmaları, savaşın siyasal zeminini oluşturdu.

2005 Barış Anlaşması, Güney Sudan’ın bağımsızlığına giden yolu açtı. Ancak savaşın bıraktığı militarizasyon ve kurum zayıflığı, hem Sudan’da hem Güney Sudan’da sonraki krizlerin altyapısını kurdu."
"Africa","Sudan","Darfur Krizi","2003","2010","2000s","Soykirim","2003’te Darfur’da isyan ve devlet destekli milislerin (Cencevit) karşı operasyonları, kitlesel katliamlar ve zorunlu göçlerle büyük bir insani felakete dönüştü. Uluslararası toplum, savaş suçları ve soykırım tartışmaları üzerinden yoğun baskı kurdu.

Darfur, Sudan’da merkez-çevre ilişkilerinin, etnik gerilimlerin ve kaynak rekabetinin en sert tezahürü oldu. Kriz, uluslararası adalet mekanizmaları ve barış gücü tartışmalarında da dönüm noktası niteliği taşıdı."
"Africa","Sudan","2019 Devrimi ve Askerî-Sivil Gerilim","2019","2021","2010s","Devrim/Rejim Degisikligi","2019’da Ömer el-Beşir’in devrilmesi, Sudan’da geniş bir sivil hareketin zaferi olarak görüldü. Geçiş süreci, sivil-asker ortaklığı ve reform vaadiyle başladı; ancak eski güvenlik yapıları ve ekonomik kriz baskısı sürdü.

2021’deki darbe, geçişi yeniden raydan çıkardı ve ülkeyi yeni bir istikrarsızlık dönemine soktu. Sudan örneği, devrim sonrası güvenlik sektörü reformu yapılmadan demokratikleşmenin ne kadar kırılgan olduğunu gösterdi."
"Africa","Sudan","2023 Sudan İç Savaşı (SAF–RSF)","2023","2025","2020s","Savas/Catisma","2023’te Sudan Silahlı Kuvvetleri (SAF) ile Hızlı Destek Kuvvetleri (RSF) arasında patlayan savaş, Hartum’dan Darfur’a yayılan büyük bir yıkım ve göç dalgası yarattı. Şehir savaşları, altyapı çöküşü ve insani yardım erişim krizi gündemin merkezine oturdu.

Çatışma, Sudan’da devletin “iki silahlı güç” üzerinden bölünmesinin nasıl felakete dönüşebileceğini gösterdi. Bölgesel aktörlerin rekabeti ve ekonomik çıkarlar, barış girişimlerini zorlaştırarak krizi uzattı."
"Africa","Tanzania","1964 Zanzibar Devrimi ve Birleşme","1964","1964","1960s","Devrim/Rejim Degisikligi","1964’te Zanzibar’daki devrim, ada monarşisini devirdi ve kısa sürede Tanganyika ile birleşerek Tanzanya’yı oluşturdu. Bu, Doğu Afrika’da devlet inşasının en kritik kurucu hamlelerinden biriydi.

Birleşme, Zanzibar’ın özerk kimliği ile merkezi devletin dengelenmesi sorununu da beraberinde getirdi. Bugün dahi ada siyaseti, Tanzanya’nın iç jeopolitiğinde ayrı bir ağırlığa sahip."
"Africa","Tanzania","1998 Darüsselam ABD Büyükelçiliği Bombalaması","1998","1998","1990s","Teror Saldirisi","1998’de Darüsselam’daki ABD Büyükelçiliği’ne yapılan saldırı, Nairobi saldırısıyla eş zamanlı gerçekleşerek Doğu Afrika’yı küresel terörün sahnesine çevirdi. Saldırı, kentte büyük can kaybı ve yıkım yarattı.

Olay, Tanzanya’nın iç güvenlik kapasitesi ve bölgesel işbirliği ihtiyacını artırdı. Radikalleşme, sahil şeridi güvenliği ve uluslararası ortaklıklar 2000’lerde daha görünür hale geldi."
"Africa","Tunisia","2010–2011 Yasemin Devrimi","2010","2011","2010s","Devrim/Rejim Degisikligi","Tunus’ta Muhammed Buazizi’nin kendini yakmasıyla başlayan protestolar, kısa sürede Zeynel Abidin Bin Ali’nin ülkeyi terk etmesiyle sonuçlandı. Bu olay, Arap Baharı’nın kıvılcımı olarak bölgesel bir domino etkisi yarattı.

Tunus, 2010’lar boyunca görece çoğulcu bir siyasi süreç yürütmeye çalıştı; ancak ekonomi, güvenlik ve kurumsal krizler geçişi zorladı. 2020’lerde ise güç yoğunlaşması tartışmaları yeniden yükseldi."
"Africa","Tunisia","2015 Bardo Müzesi ve Sousse Saldırıları","2015","2015","2010s","Teror Saldirisi","2015’te Tunus’ta Bardo Müzesi ve Sousse sahil bölgesinde düzenlenen saldırılar, turizme dayalı ekonomiyi ve yeni demokratik geçişi ağır biçimde sarstı. Saldırılar, yabancı turistleri hedef alarak ülkeyi küresel manşetlere taşıdı.

Bu dalga, güvenlik yasalarının sertleşmesine ve istihbarat kapasitesinin artırılmasına yol açtı. Aynı zamanda Tunus’ta özgürlük–güvenlik dengesinin geçiş dönemlerinde ne kadar kırılgan olduğunu gösterdi."
"Africa","Uganda","Idi Amin Dönemi","1971","1979","1970s","Devrim/Rejim Degisikligi","1971’de iktidarı ele geçiren Idi Amin, Uganda’yı ağır baskı, keyfi infazlar ve ekonomik çöküşle anılan bir diktatörlüğe sürükledi. Azınlık gruplara yönelik saldırılar ve Hintli topluluğun sürülmesi, toplumsal dokuyu tahrip etti.

1979’da Tanzanya’nın müdahalesi ve iç muhalefetin ilerleyişiyle rejim devrildi. Uganda’da devlet kapasitesi ve güvenlik kurumlarının siyasallaşması, bu dönemin uzun gölgelerinden biri olarak kaldı."
"Africa","Uganda","1978–1979 Uganda–Tanzanya Savaşı","1978","1979","1970s","Savas/Catisma","Idi Amin’in Tanzanya’ya yönelik saldırıları, Tanzanya ordusunun karşı harekâtıyla Uganda’ya girip Kampala’yı almasına kadar uzanan bir savaşı tetikledi. Bu savaş, Afrika’da rejim değişimine yol açan nadir sınır savaşlarından biri oldu.

Amin’in devrilmesi sonrası Uganda uzun süre istikrarsız kaldı. Savaş, bölgesel güvenlikte “komşu müdahalesi”nin meşruiyeti ve maliyeti üzerine de önemli tartışmalar doğurdu."
"Africa","Uganda","LRA İsyanı ve Kuzey Uganda Krizi","1987","2006","1980s","Teror Saldirisi","Lord’s Resistance Army (LRA), kaçırmalar ve çocuk asker kullanımıyla 1990’lar ve 2000’lerin başında Kuzey Uganda’da büyük bir insani kriz yarattı. Köy baskınları ve zorla yer değiştirme, bölgeyi toplu kamplara itti.

LRA tehdidi zamanla komşu ülkelere yayıldı ve bölgesel operasyonları tetikledi. İsyan, “düşük teknoloji” ama yüksek vahşetle yürüyen silahlı hareketlerin devletleri nasıl yıpratabileceğine dair çarpıcı bir örnek oldu."
"Africa","Uganda","2010 Kampala Dünya Kupası Bombalamaları","2010","2010","2010s","Teror Saldirisi","2010’da Kampala’da Dünya Kupası finali sırasında düzenlenen bombalı saldırılar, El-Şebab’ın bölgesel hedef seçme kapasitesini gösterdi. Saldırılar, Uganda’nın Somali’deki askeri varlığına misilleme olarak yorumlandı.

Olay, Uganda’da iç güvenlik politikalarını sertleştirdi ve bölgesel terörle mücadele koordinasyonunu artırdı. Büyük etkinlik güvenliği ve istihbarat işbirliği, güvenlik gündeminin merkezine yerleşti."
"Africa","Zimbabwe","Bağımsızlık (1980) ve Mugabe Dönemi","1980","2017","1980s","Onemli Lider","1980’de bağımsızlıkla Robert Mugabe ülkenin kurucu lideri olarak öne çıktı. İlk yıllarda eğitim ve sağlıkta ilerlemeler görülse de zamanla muhalefete baskı, ekonomik yönetim sorunları ve toprak reformunun sert uygulanması ülkeyi krize sürükledi.

2000’lerde hiperenflasyon ve izolasyon Zimbabwe’yi yıprattı. 2017’de ordunun müdahalesiyle Mugabe’nin devrilmesi, “kurucu liderlik”ten “kurumsal geçiş”e zor bir dönemeç olarak tarihe geçti."
"Africa","Zimbabwe","2017 Askerî Müdahale ve Mugabe’nin Gidişi","2017","2017","2010s","Devrim/Rejim Degisikligi","2017’de ordu, iktidar içi hizip kavgası ve ardıllık krizinin büyümesiyle müdahale ederek Robert Mugabe’yi istifaya zorladı. Resmî söylem “darbe değil” dese de fiilen yönetim değişimi yaşandı.

Müdahale, Zimbabwe’de parti-devlet-ordu ilişkilerinin ne kadar iç içe geçtiğini gösterdi. Beklenen ekonomik toparlanma ve demokratik açılım ise daha karmaşık bir süreç olarak ilerledi."
"South America","Argentina","1930 Darbesi ve 'Infame Decade' başlangıcı","1930","1932","1930s","Devrim/Rejim Degisikligi","1930’da ordu, Başkan Hipólito Yrigoyen’i devirerek Arjantin’de modern dönemin darbe geleneğini başlattı. Bu müdahale, seçim manipülasyonları, patronaj ağları ve ekonomik krizle iç içe geçen “Infame Decade” (Utanç On Yılı) denilen dönemi tetikledi.

Bu kırılma, sivil siyaset–ordu ilişkilerini uzun süreli biçimde zehirledi; Peronizm’in yükselişine giden sosyal kutuplaşmayı ve devletin ekonomideki rolünü artıran yönelimleri de hızlandırdı."
"South America","Argentina","Perón dönemi ve 1955 darbesi","1946","1955","1940s","Devrim/Rejim Degisikligi","Juan Domingo Perón’un 1946’da iktidara gelişi, işçi hareketinin güçlenmesi, sendikalaşma ve “üçüncü yol” söylemiyle Arjantin siyasetini yeniden kurdu. Aynı zamanda muhalefetle sertleşen bir çatışma, basın ve kurumlar üzerinde baskı tartışmaları doğurdu.

1955’te ordu Perón’u devirdi; Peronizm yasaklandı ve ülke “Peronist–anti-Peronist” hattında kalıcı bir fay hattına oturdu. Bu kutuplaşma, sonraki on yıllarda darbeler ve şiddet dalgaları için zemin hazırladı."
"South America","Argentina","1976–1983 Askerî Cunta ve 'Kirli Savaş'","1976","1983","1970s","Savas/Catisma","1976’daki darbe sonrası kurulan cunta, sol örgütlere ve muhaliflere karşı “Kirli Savaş” adıyla bilinen sistematik baskı ve zorla kaybetmelerle anıldı. Devlet şiddeti, gizli gözaltı merkezleri ve toplumsal korku üzerinden yürütüldü.

Cunta ayrıca ekonomik olarak dış borçlanmayı artırdı ve kurumları zayıflattı. 1982’deki Falkland/Malvinas Savaşı yenilgisi rejimi sarstı; 1983’te demokrasiye dönüş başladı."
"South America","Argentina","Falkland/Malvinas Savaşı","1982","1982","1980s","Savas/Catisma","Arjantin cuntasının Falkland/Malvinas Adaları’nı işgali, Birleşik Krallık’la kısa ama yoğun bir savaşa yol açtı. Savaş, deniz ve hava unsurlarının belirleyici olduğu klasik bir “uzak adalar” çatışmasıydı.

Yenilgi, Arjantin’de cuntanın meşruiyetini bitirdi ve demokrasiye geçişi hızlandırdı. Ada egemenliği meselesi ise bugün hâlâ ulusal kimlik ve dış politika söyleminde güçlü bir yer tutuyor."
"South America","Argentina","1983 Demokrasiye Dönüş ve Alfonsín","1983","1983","1980s","Devrim/Rejim Degisikligi","1983’te Raúl Alfonsín’in seçilmesi, Arjantin’de askerî rejim sonrası demokrasiye dönüşün simgesi oldu. Cunta suçlarının yargılanması (Junta Trials) ve insan hakları gündemi öne çıktı.

Demokrasiye geçiş, kurumların yeniden inşası açısından kritik olsa da ekonomik krizler ve askerî baskı girişimleri süreci zorladı. Yine de 1983, modern Arjantin’in “demokratik başlangıç” tarihi olarak kabul edilir."
"South America","Argentina","2001–2002 Ekonomik Çöküş ve Siyasal Kriz","2001","2002","2000s","Devrim/Rejim Degisikligi","2001’de sabit kur rejimi ve borç krizi çökerken bankacılık kısıtlamaları (corralito) ve kitlesel protestolar patladı. Birkaç hafta içinde başkanlar değişti; sokak siyaseti, yağmalar ve güvenlik güçleriyle çatışmalar yaşandı.

Kriz, yoksulluğu ve işsizliği artırarak devlet–toplum ilişkisinde büyük bir güven erozyonu yarattı. 2000’ler boyunca daha müdahaleci ekonomik politikalar ve sosyal programlar bu travmanın gölgesinde şekillendi."
"South America","Bolivia","1952 Bolivya Ulusal Devrimi","1952","1952","1950s","Devrim/Rejim Degisikligi","1952’de MNR öncülüğünde gerçekleşen Ulusal Devrim, oy hakkının genişletilmesi, madenlerin kamulaştırılması ve toprak reformu gibi radikal adımlarla Bolivya’yı yeniden kurmayı hedefledi. Yerli çoğunluğun siyasete katılımı arttı.

Devrim, Bolivya’da toplumsal eşitlik taleplerini kurumsallaştırsa da ekonomi ve devlet kapasitesi sorunları çözülemedi. Sonraki darbeler ve kırılmalar, bu “kurucu an”ın yarım kalan vaatleri etrafında döndü."
